Symbol,Name,Sector,Industry
EAST,"Eastside Distilling, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
EASTW,"Eastside Distilling, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
EV,Eaton Vance Corporation,Finance,Investment Managers
EBAY,eBay Inc.,Miscellaneous,Business Services
EBAYL,eBay Inc.,Miscellaneous,Business Services
EBIX,"Ebix, Inc.",Technology,EDP Services
ECT,ECA Marcellus Trust I,Energy,Oil & Gas Production
ELON,Echelon Corporation,Technology,Computer Communications Equipment
ECHO,"Echo Global Logistics, Inc.",Transportation,Oil Refining/Marketing
SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
ECR,Eclipse Resources Corporation,Energy,Oil & Gas Production
ECL,Ecolab Inc.,Basic Industries,Package Goods/Cosmetics
EEI,"Ecology and Environment, Inc.",Consumer Services,Military/Government/Technical
ESES,"Eco-Stim Energy Solutions, Inc.",Energy,Oilfield Services/Equipment
EDGE,"Edge Therapeutics, Inc.",Health Care,Major Pharmaceuticals
EDGW,"Edgewater Technology, Inc.",Technology,"Computer Software: Programming, Data Processing"
EIX,Edison International,Public Utilities,Electric Utilities: Central
EDIT,"Editas Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDR,Education Realty Trust Inc.,Consumer Services,Real Estate Investment Trusts
EDUC,Educational Development Corporation,Consumer Durables,Consumer Specialties
EW,Edwards Lifesciences Corporation,Health Care,Industrial Specialties
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software
EGLT,Egalet Corporation,Health Care,Major Pharmaceuticals
EHTH,"eHealth, Inc.",Finance,Specialty Insurers
EIDX,"Eidos Therapeutics, Inc.",Health Care,Major Pharmaceuticals
EIGR,"Eiger BioPharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EKSO,"Ekso Bionics Holdings, Inc.",Capital Goods,Industrial Machinery/Components
EP^C,El Paso Corporation,Public Utilities,Natural Gas Distribution
EE,El Paso Electric Company,Public Utilities,Electric Utilities: Central
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Services,Restaurants
EGO,Eldorado Gold Corporation,Basic Industries,Precious Metals
ERI,"Eldorado Resorts, Inc.",Consumer Services,Hotels/Resorts
ESIO,"Electro Scientific Industries, Inc.",Miscellaneous,Industrial Machinery/Components
ECOR,"electroCore, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELMD,"Electromed, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software
EFII,"Electronics for Imaging, Inc.",Technology,Computer Communications Equipment
ELSE,"Electro-Sensors, Inc.",Capital Goods,Industrial Machinery/Components
ELVT,"Elevate Credit, Inc.",Finance,Finance: Consumer Services
LLY,Eli Lilly and Company,Health Care,Major Pharmaceuticals
ELLI,"Ellie Mae, Inc.",Technology,Computer Software: Prepackaged Software
EFC,Ellington Financial LLC,Finance,Real Estate
EARN,Ellington Residential Mortgage REIT,Consumer Services,Real Estate Investment Trusts
ESBK,Elmira Savings Bank NY (The),Finance,Major Banks
ELOX,"Eloxx Pharmaceuticals, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
EMAN,eMagin Corporation,Technology,Semiconductors
EMCI,EMC Insurance Group Inc.,Finance,Property-Casualty Insurers
EMCF,Emclaire Financial Corp,Finance,Major Banks
EME,"EMCOR Group, Inc.",Capital Goods,Engineering & Construction
EMKR,EMCORE Corporation,Technology,Semiconductors
EEX,"Emerald Expositions Events, Inc.",Miscellaneous,Business Services
EMES,Emerge Energy Services LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
EBS,"Emergent Biosolutions, Inc.",Health Care,Major Pharmaceuticals
EMR,Emerson Electric Company,Energy,Consumer Electronics/Appliances
MSN,Emerson Radio Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
EMMS,Emmis Communications Corporation,Consumer Services,Broadcasting
NYNY,"Empire Resorts, Inc.",Consumer Services,Restaurants
ESRT,"Empire State Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
EIG,Employers Holdings Inc,Finance,Property-Casualty Insurers
EMX,EMX Royalty Corporation,Basic Industries,Precious Metals
ENTA,"Enanta Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
EEQ,Enbridge Energy Management LLC,Energy,Oil & Gas Production
EEP,"Enbridge Energy, L.P.",Energy,Natural Gas Distribution
ENB,Enbridge Inc,Energy,Natural Gas Distribution
ENBA,Enbridge Inc,Energy,Natural Gas Distribution
ECA,Encana Corporation,Energy,Oil & Gas Production
EHC,Encompass Health Corporation,Health Care,Hospital/Nursing Management
ECPG,Encore Capital Group Inc,Finance,Finance Companies
WIRE,Encore Wire Corporation,Capital Goods,Metal Fabrications
EXK,Endeavour Silver Corporation,Basic Industries,Precious Metals
ECYT,"Endocyte, Inc.",Health Care,Major Pharmaceuticals
ELGX,"Endologix, Inc.",Health Care,Medical/Dental Instruments
NDRA,ENDRA Life Sciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW,ENDRA Life Sciences Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EIGI,"Endurance International Group Holdings, Inc.",Technology,Computer Software: Prepackaged Software
NDRO,Enduro Royalty Trust,Energy,Oil & Gas Production
EGN,Energen Corporation,Energy,Oil & Gas Production
ENR,"Energizer Holdings, Inc.",Miscellaneous,Industrial Machinery/Components
EPC,"Energizer Holdings, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
WATT,Energous Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
EFOI,"Energy Focus, Inc.",Consumer Durables,Building Products
ERII,"Energy Recovery, Inc.",Technology,Industrial Machinery/Components
ETE,"Energy Transfer Equity, L.P.",Public Utilities,Natural Gas Distribution
ETP,"Energy Transfer Partners, L.P.",Energy,Natural Gas Distribution
EGC,"Energy XXI Gulf Coast, Inc.",Energy,Oil & Gas Production
ERF,Enerplus Corporation,Energy,Oil & Gas Production
ENS,Enersys,Consumer Non-Durables,Telecommunications Equipment
EGL,"Engility Holdings, Inc.",Consumer Services,Military/Government/Technical
ENG,ENGlobal Corporation,Consumer Services,Military/Government/Technical
ENLK,"EnLink Midstream Partners, LP",Public Utilities,Natural Gas Distribution
EBF,"Ennis, Inc.",Consumer Services,Office Equipment/Supplies/Services
ENVA,"Enova International, Inc.",Finance,Finance: Consumer Services
ENPH,"Enphase Energy, Inc.",Technology,Semiconductors
NPO,EnPro Industries,Basic Industries,Metal Fabrications
ENSV,ENSERVCO Corporation,Energy,Oilfield Services/Equipment
ESNC,"EnSync, Inc.",Public Utilities,Electric Utilities: Central
ENFC,Entegra Financial Corp.,Finance,Banks
ENTG,"Entegris, Inc.",Consumer Non-Durables,Plastic Products
ETM,Entercom Communications Corp.,Consumer Services,Broadcasting
EAB,"Entergy Arkansas, Inc.",Public Utilities,Electric Utilities: Central
EAE,"Entergy Arkansas, Inc.",Public Utilities,Electric Utilities: Central
EAI,"Entergy Arkansas, Inc.",Public Utilities,Electric Utilities: Central
ETR,Entergy Corporation,Public Utilities,Electric Utilities: Central
ELC,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central
ELJ,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central
ELU,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central
EMP,"Entergy Mississippi, Inc.",Public Utilities,Electric Utilities: Central
ENJ,"Entergy New Orleans, LLC",Public Utilities,Power Generation
ENO,"Entergy New Orleans, LLC",Public Utilities,Power Generation
EZT,Entergy Texas Inc,Public Utilities,Electric Utilities: Central
EBTC,Enterprise Bancorp Inc,Finance,Major Banks
EFSC,Enterprise Financial Services Corporation,Finance,Major Banks
EPD,Enterprise Products Partners L.P.,Public Utilities,Natural Gas Distribution
EVC,Entravision Communications Corporation,Consumer Services,Broadcasting
ENV,"Envestnet, Inc",Miscellaneous,Business Services
EVI,"EnviroStarm, Inc.",Consumer Services,Other Consumer Services
EVA,"Enviva Partners, LP",Basic Industries,Forest Products
ENZ,"Enzo Biochem, Inc.",Health Care,Medical Specialities
EOG,"EOG Resources, Inc.",Energy,Oil & Gas Production
EPE,EP Energy Corporation,Energy,Oil & Gas Production
EPAM,"EPAM Systems, Inc.",Technology,EDP Services
EPZM,"Epizyme, Inc.",Health Care,Major Pharmaceuticals
PLUS,ePlus inc.,Technology,Retail: Computer Software & Peripheral Equipment
EPR,EPR Properties,Consumer Services,Real Estate Investment Trusts
EQT,EQT Corporation,Energy,Oil & Gas Production
EQGP,"EQT GP Holdings, LP",Public Utilities,Natural Gas Distribution
EQM,"EQT Midstream Partners, LP",Public Utilities,Natural Gas Distribution
EFX,"Equifax, Inc.",Finance,Finance: Consumer Services
EQIX,"Equinix, Inc.",Consumer Services,Real Estate Investment Trusts
EQFN,Equitable Financial Corp.,Finance,Savings Institutions
EQBK,"Equity Bancshares, Inc.",Finance,Major Banks
EQC,Equity Commonwealth,Consumer Services,Real Estate Investment Trusts
ELS,"Equity Lifestyle Properties, Inc.",Consumer Services,Real Estate Investment Trusts
EQR,Equity Residential,Consumer Services,Real Estate Investment Trusts
ERA,"Era Group, Inc.",Transportation,Transportation Services
ERIE,Erie Indemnity Company,Finance,Specialty Insurers
ESCA,"Escalade, Incorporated",Consumer Non-Durables,Recreational Products/Toys
ESE,ESCO Technologies Inc.,Consumer Durables,Telecommunications Equipment
ESPR,"Esperion Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ESP,Espey Mfg. & Electronics Corp.,Capital Goods,Industrial Machinery/Components
ESQ,"Esquire Financial Holdings, Inc.",Finance,Commercial Banks
ESSA,"ESSA Bancorp, Inc.",Finance,Banks
EPIX,ESSA Pharma Inc.,Health Care,Major Pharmaceuticals
ESND,Essendant Inc.,Consumer Services,Paper
EPRT,"Essential Properties Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
ESS,"Essex Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts
EL,"Estee Lauder Companies, Inc. (The)",Consumer Non-Durables,Package Goods/Cosmetics
ESL,Esterline Technologies Corporation,Capital Goods,Industrial Machinery/Components
ETH,Ethan Allen Interiors Inc.,Consumer Durables,Home Furnishings
ETSY,"Etsy, Inc.",Miscellaneous,Business Services
EEFT,"Euronet Worldwide, Inc.",Finance,Investment Bankers/Brokers/Service
EVBN,"Evans Bancorp, Inc.",Finance,Major Banks
EVLO,"Evelo Biosciences, Inc.",Health Care,Major Pharmaceuticals
EVBG,"Everbridge, Inc.",Technology,Computer Software: Prepackaged Software
EVR,Evercore Inc.,Finance,Investment Managers
EVRI,Everi Holdings Inc.,Finance,Finance: Consumer Services
EVER,"EverQuote, Inc.",Technology,"Computer Software: Programming, Data Processing"
ES,Eversource Energy,Public Utilities,Electric Utilities: Central
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors
EVLV,EVINE Live Inc.,Consumer Services,Catalog/Specialty Distribution
EVFM,"Evofem Biosciences, Inc.",Health Care,Major Pharmaceuticals
EVOK,"Evoke Pharma, Inc.",Health Care,Major Pharmaceuticals
EVH,"Evolent Health, Inc",Consumer Services,Other Consumer Services
EOLS,"Evolus, Inc.",Health Care,Major Pharmaceuticals
EPM,"Evolution Petroleum Corporation, Inc.",Energy,Oil & Gas Production
EVOL,"Evolving Systems, Inc.",Technology,EDP Services
AQUA,Evoqua Water Technologies Corp.,Technology,Industrial Machinery/Components
EXAS,Exact Sciences Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
XAN,Exantas Capital Corp.,Consumer Services,Real Estate Investment Trusts
XELA,"Exela Technologies, Inc.",Miscellaneous,Business Services
EXEL,"Exelixis, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXC,Exelon Corporation,Public Utilities,Power Generation
EXFO,EXFO Inc,Capital Goods,Electrical Products
EXLS,"ExlService Holdings, Inc.",Miscellaneous,Business Services
EXPI,"eXp World Holdings, Inc.",Miscellaneous,Business Services
EXPE,"Expedia Group, Inc.",Consumer Services,Transportation Services
EXPD,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing
EXPO,"Exponent, Inc.",Consumer Services,Professional Services
ESRX,Express Scripts Holding Company,Health Care,Medical/Nursing Services
EXPR,"Express, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
STAY,"Extended Stay America, Inc.",Consumer Services,Hotels/Resorts
EXTN,Exterran Corporation,Technology,Diversified Commercial Services
EXR,Extra Space Storage Inc,Consumer Services,Real Estate Investment Trusts
XOG,"Extraction Oil & Gas, Inc.",Energy,Oil & Gas Production
EXTR,"Extreme Networks, Inc.",Technology,Computer Communications Equipment
XOM,Exxon Mobil Corporation,Energy,Integrated oil Companies
EYEG,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
EYEGW,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
EYEN,"Eyenovia, Inc.",Health Care,Major Pharmaceuticals
EYPT,"EyePoint Pharmaceuticals, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
EZPW,"EZCORP, Inc.",Consumer Services,Other Specialty Stores
FNB,F.N.B. Corporation,Finance,Major Banks
FFIV,"F5 Networks, Inc.",Technology,Computer Communications Equipment
FB,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing"
FDS,FactSet Research Systems Inc.,Technology,"Computer Software: Programming, Data Processing"
FICO,Fair Isaac Corporation,Miscellaneous,Business Services
DAVE,"Famous Dave&#39;s of America, Inc.",Consumer Services,Restaurants
FARM,Farmer Brothers Company,Consumer Non-Durables,Packaged Foods
FMAO,"Farmers & Merchants Bancorp, Inc.",Finance,Savings Institutions
FFKT,Farmers Capital Bank Corporation,Finance,Major Banks
FMNB,Farmers National Banc Corp.,Finance,Major Banks
FARO,"FARO Technologies, Inc.",Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,Consumer Services,RETAIL: Building Materials
FAT,FAT Brands Inc.,Consumer Services,Restaurants
FATE,"Fate Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FBSS,"Fauquier Bankshares, Inc.",Finance,Major Banks
FBK,FB Financial Corporation,Finance,Major Banks
FFG,"FBL Financial Group, Inc.",Finance,Life Insurance
FCB,"FCB Financial Holdings, Inc.",Finance,Major Banks
AGM,Federal Agricultural Mortgage Corporation,Finance,Finance Companies
FRT,Federal Realty Investment Trust,Consumer Services,Real Estate Investment Trusts
FSS,Federal Signal Corporation,Capital Goods,Auto Manufacturing
FSAC,Federal Street Acquisition Corp.,Finance,Business Services
FSACU,Federal Street Acquisition Corp.,Finance,Business Services
FSACW,Federal Street Acquisition Corp.,Finance,Business Services
FII,"Federated Investors, Inc.",Finance,Investment Managers
FDX,FedEx Corporation,Transportation,Air Freight/Delivery Services
FNHC,FedNat Holding Company,Finance,Property-Casualty Insurers
FENC,Fennec Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FGP,"Ferrellgas Partners, L.P.",Consumer Services,Other Specialty Stores
FOE,Ferro Corporation,Basic Industries,Paints/Coatings
FFBW,"FFBW, Inc.",Finance,Savings Institutions
FG,FGL Holdings,Finance,Life Insurance
FCSC,Fibrocell Science Inc.,Health Care,Major Pharmaceuticals
FGEN,"FibroGen, Inc",Health Care,Major Pharmaceuticals
FDBC,"Fidelity D & D Bancorp, Inc.",Finance,Major Banks
FNF,"Fidelity National Financial, Inc.",Finance,Specialty Insurers
FIS,"Fidelity National Information Services, Inc.",Miscellaneous,Business Services
LION,Fidelity Southern Corporation,Finance,Major Banks
FRGI,"Fiesta Restaurant Group, Inc.",Consumer Services,Restaurants
FITB,Fifth Third Bancorp,Finance,Major Banks
FITBI,Fifth Third Bancorp,Finance,Major Banks
FISI,"Financial Institutions, Inc.",Finance,Major Banks
FNSR,Finisar Corporation,Technology,Semiconductors
FNJN,"Finjan Holdings, Inc.",Miscellaneous,Multi-Sector Companies
FNTE,FinTech Acquisition Corp. II,Miscellaneous,Business Services
FNTEU,FinTech Acquisition Corp. II,Miscellaneous,Business Services
FNTEW,FinTech Acquisition Corp. II,Miscellaneous,Business Services
FEYE,"FireEye, Inc.",Technology,Computer peripheral equipment
FAF,First American Corporation (The),Finance,Specialty Insurers
FBNC,First Bancorp,Finance,Major Banks
FNLC,"First Bancorp, Inc (ME)",Finance,Major Banks
BUSE,First Busey Corporation,Finance,Major Banks
FBIZ,"First Business Financial Services, Inc.",Finance,Major Banks
FCAP,"First Capital, Inc.",Finance,Savings Institutions
FCFS,"First Cash, Inc.",Consumer Services,Other Specialty Stores
FCBP,First Choice Bancorp,Finance,Major Banks
FCNCA,"First Citizens BancShares, Inc.",Finance,Major Banks
FCF,First Commonwealth Financial Corporation,Finance,Major Banks
FCBC,"First Community Bancshares, Inc.",Finance,Major Banks
FCCO,First Community Corporation,Finance,Major Banks
FBNK,"First Connecticut Bancorp, Inc.",Finance,Banks
FDC,First Data Corporation,Miscellaneous,Business Services
FDEF,First Defiance Financial Corp.,Finance,Savings Institutions
FFBC,First Financial Bancorp.,Finance,Major Banks
